id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
316774,SQJ,medium_airport,Shaxian Airport,26.4263,117.8336,830,AS,CN,CN-35,Sanming,1,ZSSM,SQJ,,,https://en.wikipedia.org/wiki/Sanming_Shaxian_Airport,,0,2016-05-30T09:30:27+00:00
326731,ZWSC,medium_airport,Yeerqiang Airport,38.281055,77.075192,4232,AS,CN,CN-65,Shache,1,ZWSC,QSZ,,,https://en.wikipedia.org/wiki/Shache_Airport,,0,2018-03-18T10:58:08+00:00
44247,CN-0169,medium_airport,Shanghai Dachang Air Base,31.32360077,121.4110031,,AS,CN,CN-31,Shanghai,0,,,,,,,0,2009-04-18T15:07:29+00:00
44249,CN-0171,closed,Shanghai Longhua Airport,31.166901,121.454002,,AS,CN,CN-31,Shanghai,0,ZSSL,,,,http://en.wikipedia.org/wiki/Shanghai_Longhua_Airport,,0,2016-06-02T08:11:58+00:00
44251,CN-0173,closed,Shanghai Jiangwan Airfield,31.33300018,121.5,,AS,CN,CN-31,Shanghai,0,,,,,,,0,2011-07-28T11:21:43+00:00
329665,CN-0078,heliport,Aurora Plaza Helipad,31.234386,121.499617,607,AS,CN,CN-33,Shanghai,0,,,,,,,0,2018-11-13T03:41:45+00:00
324349,CN-0074,medium_airport,Shangqiu Air Base,34.449507,115.459261,,AS,CN,CN-41,Shangqiu,0,,,,,https://en.wikipedia.org/wiki/Shangqiu_Airport,,0,2017-07-06T03:49:32+00:00
316767,SQD,medium_airport,Shangrao Sanqingshan Airport,28.3797,117.9643,340,AS,CN,CN-36,Shangrao,1,ZSSR,SQD,,,https://en.wikipedia.org/wiki/Shangrao_Sanqingshan_Airport,,0,2018-04-30T08:15:01+00:00
315143,CN-0036,small_airport,Shantou Waisha Airport,23.42690086,116.762001,29,AS,CN,CN-44,Shantou,0,,,,,https://en.wikipedia.org/wiki/Shantou_Waisha_Airport,,0,2015-08-09T19:06:34+00:00
44157,CN-0079,medium_airport,Shaoguan Guitou Airport,24.97859955,113.4209976,280,AS,CN,CN-44,Shaoguan,0,,HSC,,,http://en.wikipedia.org/wiki/Shaoguan_Guitou_Airport,Shaoguan Air Base,0,2013-05-10T06:32:45+00:00
327446,ZGSY,medium_airport,Shaoyang Wugang Airport,26.802,110.642,1444,AS,CN,CN-43,Shaoyang,1,ZGSY,WGN,,,https://en.wikipedia.org/wiki/Shaoyang_Wugang_Airport,,0,2018-04-30T07:51:13+00:00
319811,ZHSN,medium_airport,Shennongjia Hongping Airport,31.626,110.34,8365,AS,CN,CN-42,Shennongjia,1,ZHSN,HPG,,,https://en.wikipedia.org/wiki/Shennongjia_Hongping_Airport,,0,2016-08-06T19:20:13+00:00
44282,CN-0204,medium_airport,Shenyang Beiling Air Base,41.87080002,123.439003,,AS,CN,CN-21,Shenyang,0,,,,,,,0,2009-04-18T17:09:03+00:00
44284,CN-0206,medium_airport,Shenyang Yu Hung Tun Air Base,41.82249832,123.2990036,,AS,CN,CN-21,Shenyang,0,,,,,,,0,2009-04-18T17:11:15+00:00
316764,ZGHU,small_airport,Huayuan Airport,44.2421,85.8905,1700,AS,CN,CN-65,Shihezi,1,ZWHZ,SHF,,,https://en.wikipedia.org/wiki/Shihezi_Huayuan_Airport,,0,2017-05-14T04:41:23+00:00
300545,ZUAL,medium_airport,Ngari Gunsa Airport,32.1,80.05305556,14022,AS,CN,CN-54,Shiquanhe,0,ZUAL,NGQ,,,http://en.wikipedia.org/wiki/Ngari_Gunsa_Airport,Ali Airport,0,2012-01-20T05:02:36+00:00
318173,ZHSY,medium_airport,Shiyan Wudangshan Airport,32.591667,110.907778,,AS,CN,CN-42,Shiyan,1,ZHSY,WDS,,,https://en.wikipedia.org/wiki/Shiyan_Wudangshan_Airport,,0,2016-05-30T09:28:41+00:00
323880,ZUSN,small_airport,Suining Airport,30.471295,105.610925,,AS,CN,CN-51,Suining,0,ZUSN,,,,,,0,2017-06-15T05:09:16+00:00
307017,ZYTH,small_airport,Tahe Airport,52.22444444,124.7202222,1240,AS,CN,CN-23,Tahe,0,ZYTH,,,,,,0,2012-09-03T14:18:11+00:00
43975,CN-0005,small_airport,Tangshan Sannühe Airport,39.71780014,118.0026245,50,AS,CN,CN-13,Tangshan,1,ZBTS,TVS,,,http://en.wikipedia.org/wiki/Tangshan_Air_Base,"Tangshan Air Base, 唐山三女河机场",0,2013-05-18T09:20:06+00:00
300514,ZUTC,medium_airport,Tengchong Tuofeng Airport,24.93805556,98.48583333,6250,AS,CN,CN-53,Tengchong,1,ZUTC,TCZ,,,http://en.wikipedia.org/wiki/Tengchong_Tuofeng_Airport,,0,2012-01-15T12:49:36+00:00
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.55939865,105.8600006,3590,AS,CN,CN-62,Tianshui,1,ZLTS,THQ,,,http://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport,"Tianshui Air Base, 天水麦积山机场",0,2013-02-03T14:57:57+00:00
307013,ZYTN,medium_airport,Tonghua Sanyuanpu Airport,42.25388889,125.7033333,1200,AS,CN,CN-22,Tonghua,1,ZYTN,TNH,,,http://en.wikipedia.org/wiki/Tonghua_Sanyuanpu_Airport,Tonghua Liuhe Airport,0,2012-09-03T12:42:10+00:00
314799,ZWTP,medium_airport,Turpan Jiaohe Airport,43.0308,89.0987,934,AS,CN,CN-65,Turpan,0,ZWTP,TLQ,,,https://en.wikipedia.org/wiki/Turpan_Jiaohe_Airport,,0,2015-06-16T00:58:29+00:00
327445,ZBUC,medium_airport,Ulanqab Jining Airport,41.129722,113.108056,,AS,CN,CN-15,Ulanqab,1,ZBUC,UCB,,,https://en.wikipedia.org/wiki/Ulanqab_Jining_Airport,,0,2018-04-30T07:44:42+00:00
328940,WZQ,small_airport,Urad Middle Banner,41.45958,108.53454,3996,AS,CN,CN-15,Urad Middle Banner,1,,WZQ,,,,,0,2018-08-04T22:19:47+00:00
318119,ZPWS,small_airport,Wenshan Puzhehei Airport,23.5583,104.3255,5217,AS,CN,CN-53,Wenshan,1,ZPWS,WNH,,,https://en.wikipedia.org/wiki/Wenshan_Puzhehei_Airport,,0,2016-05-28T10:48:58+00:00
327349,ZYDU,medium_airport,Wudalianchi Dedu Airport,48.445,126.133,984,AS,CN,CN-23,Wudalianchi,1,ZYDU,DTU,,,https://en.wikipedia.org/wiki/Wudalianchi_Dedu_Airport,,0,2018-04-26T05:37:39+00:00
308728,ZBUH,small_airport,Wuhai Airport,39.7934,106.7993,3650,AS,CN,CN-15,Wuhai,1,ZBUH,WUA,,,http://en.wikipedia.org/wiki/Wuhai_Airport,乌海机场,0,2013-05-18T14:04:58+00:00
44162,CN-0084,closed,Wuhan Air Base,30.59860039,114.2419968,80,AS,CN,CN-42,Wuhan,0,ZHWT,,,,,"Wangjiadun Airport,",0,2013-05-20T01:39:58+00:00
44122,CN-0046,medium_airport,Shigatse Air Base,29.3519,89.311401,3782,AS,CN,CN-54,Xigazê,1,ZURK,RKZ,,,http://en.wikipedia.org/wiki/Shigatse_Peace_Airport,,0,2016-06-02T08:08:49+00:00
308722,ZBXT,small_airport,Xingtai Dalian Airport,36.8831,114.4293,280,AS,CN,CN-13,Xingtai,0,ZBXT,XNT,,,http://en.wikipedia.org/wiki/Xingtai_Dalian_Airport,邢台褡裢机场,0,2013-05-16T23:06:40+00:00
301647,ZUYI,medium_airport,Xingyi Airport,25.08638889,104.9594444,4150,AS,CN,CN-52,Xingyi,1,ZUYI,ACX,,,http://en.wikipedia.org/wiki/Xingyi_Airport,,0,2012-06-10T04:25:43+00:00
316548,ZWNL,medium_airport,Xinyuan Nalati Airport,43.4318,83.3786,3050,AS,CN,CN-65,Xinyuan County,0,ZWNL,NLT,,,https://en.wikipedia.org/wiki/Xinyuan_Nalati_Airport,,0,2015-12-13T21:17:15+00:00
323217,ZBXZ,small_airport,Xinzhou Wutaishan Airport,38.597456,112.969173,2527,AS,CN,CN-14,Xinzhou,1,ZBXZ,WUT,,,https://en.wikipedia.org/wiki/Xinzhou_Wutaishan_Airport,,0,2018-09-13T13:21:58+00:00
317774,ZSYA,medium_airport,Yangzhou Taizhou Airport,32.5634,119.7198,7,AS,CN,CN-32,Yangzhou and Taizhou,1,ZSYA,YTY,,http://www.yztzairport.net/,https://en.wikipedia.org/wiki/Yangzhou_Taizhou_Airport,Yangtai Airport,0,2016-04-30T13:01:13+00:00
312491,CN-0023,small_airport,Badaling or YanQing Airport,40.37861111,115.9375,1750,AS,CN,CN-13,Yanqing,0,,,,,,,0,2014-07-17T22:07:58+00:00
332178,CN-0011,medium_airport,Duplicate --Yantai Penglai International Airport,37.65722,120.9872,154,AS,CN,CN-U-A,Yantai,1,ZSYT,YNT,,,https://en.wikipedia.org/wiki/Yantai_Penglai_International_Airport,,0,2019-09-10T09:57:10+00:00
317990,CN-0047,closed,Old Yueyang Airport,29.424,113.0416,90,AS,CN,CN-43,Yeuyang,0,,,,,,,0,2016-05-21T16:40:28+00:00
300456,ZUYB,small_airport,Yibin Caiba Airport,28.80055556,104.545,924,AS,CN,CN-51,Yibin,0,ZUYB,YBP,,,http://en.wikipedia.org/wiki/Yibin_Caiba_Airport,,0,2012-01-14T00:26:26+00:00
317988,CN-0044,closed,Yichang Tu Men Wu Airport,30.671,111.4404,235,AS,CN,CN-42,Yichang,0,,,,,,,0,2016-05-21T15:54:08+00:00
307012,ZYLD,medium_airport,Lindu Airport,47.75205556,129.019125,791,AS,CN,CN-23,Yichun,1,ZYLD,LDS,,,http://en.wikipedia.org/wiki/Yichun_Lindu_Airport,Yichun Shi Airport,0,2012-09-03T11:47:10+00:00
317861,ZYYK,medium_airport,Yingkou Lanqi Airport,40.542524,122.3586,0,AS,CN,CN-21,Yingkou,1,ZYYK,YKH,,,https://en.wikipedia.org/wiki/Yingkou_Lanqi_Airport,,0,2016-05-13T19:13:09+00:00
315169,CN-0037,small_airport,Yongji Airport,34.8723,110.361,1236,AS,CN,CN-14,Yongji,0,,,,,,Yongyi Air Base,0,2015-08-14T10:25:20+00:00
44098,CN-0022,medium_airport,Yongning Air Base,40.50310135,116.1080017,,AS,CN,CN-11,Yongning,0,,,,,,,0,2009-08-30T20:09:10+00:00
308238,ZGLG,medium_airport,Lingling Airport,26.338661,111.610043,340,AS,CN,CN-43,Yongzhou,1,ZGLG,LLF,,,http://en.wikipedia.org/wiki/Yongzhou_Lingling_Airport,,0,2013-09-14T16:36:39+00:00
44115,CN-0039,small_airport,Lijiang Airport,23.5847,102.010003,,AS,CN,CN-53,Yuanjiang,0,,,,,,,0,2011-10-12T09:50:50+00:00
44127,CN-0012,medium_airport,Yuanmou Air Base,25.73749924,101.8820038,3810,AS,CN,CN-53,Yuanmou,0,ZPYM,YUA,,,,,0,2015-08-14T00:18:49+00:00
325171,YYA,medium_airport,Sanhe Airport,29.314,113.278,230,AS,CN,CN-43,Yueyang,0,,YYA,,,https://en.wikipedia.org/wiki/Yueyang_Sanhe_Airport,,0,2017-10-13T15:13:15+00:00
323666,ZBZL,medium_airport,Chengjisihan Airport,47.865833,122.767503,928,AS,CN,CN-15,Zhalantun,1,ZBZL,NZL,,,https://en.wikipedia.org/wiki/Zhalantun_Chengjisihan_Airport,,0,2017-06-07T23:34:20+00:00
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.73860168,114.9300003,2347,AS,CN,CN-13,Zhangjiakou,1,ZBZJ,ZQZ,,,http://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport,"Zhangjiakou Air Base, 张家口宁远机场",0,2014-06-21T15:04:14+00:00
44221,CN-0143,medium_airport,Zhangye Ganzhou Airport,38.80189896,100.6750031,5280,AS,CN,CN-62,Zhangye,1,ZLZY,YZY,,,http://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport,"Zhangye Southeast Air Base, 张掖甘州机场",0,2015-05-07T23:36:18+00:00
319812,HSJ,small_airport,Shangjie Airport,34.842153,113.273983,450,AS,CN,CN-41,Zhengzhou,0,,HSJ,,,,,0,2016-08-06T20:22:46+00:00
308462,ZLZW,medium_airport,Zhongwei Shapotou Airport,37.573125,105.154454,8202,AS,CN,CN-64,Zhongwei,1,ZLZW,ZHY,,,http://en.wikipedia.org/wiki/Zhongwei_Shapotou_Airport,,0,2013-04-10T00:28:33+00:00
323879,CN-0051,small_airport,Zigong Airport,29.376484,104.625789,1133,AS,CN,CN-51,Zigong,0,,ZKL,,,,Fengming General Airport,0,2017-06-15T09:36:39+00:00
327355,ZUMT,medium_airport,Zunyi Maotai Airport,27.81638,106.33268,4068,AS,CN,CN-52,Zunyi,1,ZUMT,WMT,,,https://en.wikipedia.org/wiki/Zunyi_Maotai_Airport,,0,2018-04-26T10:22:37+00:00
